,topic,Q0,docId,rank,score,score_descr,score_similarity
46006,147,Q0,en.noclean.c4-train.03453-of-07168.88163,7,21.32469940185547,-0.0063589853234589,0.546424075961113
46007,147,Q0,en.noclean.c4-train.00890-of-07168.67761,8,20.89780044555664,-0.0064141834154725,0.5598837037881216
46008,147,Q0,en.noclean.c4-train.06057-of-07168.28323,9,20.897798538208008,-0.0064141834154725,0.5598837037881216
46009,147,Q0,en.noclean.c4-train.03696-of-07168.144252,10,20.95210075378418,-0.0067640147171914,0.4111631500224273
47000,148,Q0,en.noclean.c4-train.01294-of-07168.12331,1,18.239198684692386,-0.0077329324558377,0.3293760071198146
47001,148,Q0,en.noclean.c4-train.01008-of-07168.95395,2,18.239200592041016,-0.0077329324558377,0.3293760071198146
47002,148,Q0,en.noclean.c4-train.00773-of-07168.54591,3,18.476900100708008,-0.0083646439015865,0.3747812037666639
47003,148,Q0,en.noclean.c4-train.04747-of-07168.9650,4,18.49209976196289,-0.0085232770070433,0.37651259700457257
47004,148,Q0,en.noclean.c4-train.04116-of-07168.126192,5,17.9862003326416,-0.0111025646328926,0.35151442637046176
47005,148,Q0,en.noclean.c4-train.02267-of-07168.138505,6,18.57159996032715,-0.0124840242788195,0.3735109468301137
47006,148,Q0,en.noclean.c4-train.01573-of-07168.132137,7,18.27560043334961,-0.0125152226537466,0.30037759244441986
47007,148,Q0,en.noclean.c4-train.00333-of-07168.79661,8,18.76320075988769,-0.0128891700878739,0.2794232641657193
47008,148,Q0,en.noclean.c4-train.06723-of-07168.25254,9,17.302200317382812,-0.0131056820973753,0.3885938599705696
47009,148,Q0,en.noclean.c4-train.02391-of-07168.118340,10,18.403600692749023,-0.0133081497624516,0.4893286724885305
48000,149,Q0,en.noclean.c4-train.02884-of-07168.25864,1,18.529199600219727,-0.0175791066139936,0.4687047799428304
48001,149,Q0,en.noclean.c4-train.04032-of-07168.113253,2,18.93600082397461,-0.0251272302120924,0.34769299377997714
48002,149,Q0,en.noclean.c4-train.06361-of-07168.65937,3,18.935998916625977,-0.0251272302120924,0.34769299377997714
48003,149,Q0,en.noclean.c4-train.04933-of-07168.66985,4,18.593299865722656,-0.0270911082625389,0.30404176004230976
48004,149,Q0,en.noclean.c4-train.05383-of-07168.144512,5,18.408000946044922,-0.0304492060095071,0.4834155837694804
48005,149,Q0,en.noclean.c4-train.03243-of-07168.106794,6,18.6648006439209,-0.0330386012792587,0.42363991836706805
48006,149,Q0,en.noclean.c4-train.00336-of-07168.55529,7,18.25909996032715,-0.041648793965578,0.3856123213966687
48007,149,Q0,en.noclean.c4-train.06110-of-07168.122083,8,18.61079978942871,-0.0448777452111244,0.5175299296776453
48008,149,Q0,en.noclean.c4-train.02097-of-07168.135912,9,18.628700256347656,-0.0489136353135108,0.497075479477644
48009,149,Q0,en.noclean.c4-train.01618-of-07168.82250,10,19.074800491333008,-0.053434383124113,0.27191244810819626
49000,150,Q0,en.noclean.c4-train.05523-of-07168.39979,1,17.72610092163086,-0.0087601169943809,0.4457073708375295
49001,150,Q0,en.noclean.c4-train.05122-of-07168.105679,2,17.188400268554688,-0.0133873140439391,0.2629380499323209
49002,150,Q0,en.noclean.c4-train.04129-of-07168.75205,3,17.212600708007812,-0.0206615980714559,0.4072109907865524
49003,150,Q0,en.noclean.c4-train.01352-of-07168.8709,4,17.21809959411621,-0.0206615980714559,0.4072109907865524
49004,150,Q0,en.noclean.c4-train.06873-of-07168.20736,5,17.408000946044922,-0.024957837536931,0.378587082028389
49005,150,Q0,en.noclean.c4-train.02186-of-07168.125747,6,17.582199096679688,-0.0275836214423179,0.3565092533826828
49006,150,Q0,en.noclean.c4-train.04754-of-07168.106556,7,18.051198959350586,-0.0336957946419715,0.3773640443881353
49007,150,Q0,en.noclean.c4-train.04642-of-07168.89979,8,18.05120086669922,-0.0336957946419715,0.3773640443881353
49008,150,Q0,en.noclean.c4-train.07087-of-07168.145824,9,17.40369987487793,-0.0474779568612575,0.4148192952076594
49009,150,Q0,en.noclean.c4-train.04934-of-07168.117389,10,17.23390007019043,-0.049603022634983,0.3064009708662828
